id_bod|id_schuze|id_tisk|id_typ|bod|uplny_naz|uplny_kon|poznamka|id_bod_stav|pozvanka|rj|pozn2|druh_bodu|id_sd|zkratka
8944|132|||3|Informace o ustavení volební komise Poslanecké snìmovny a o volbì jejích funkcionáøù|Není sn.tiskem||1|1|0||||ustavení volební komise|
8945|132|||4|Návrh na stanovení poètu èlenù mandátového a imunitního vıboru|Není sn.tiskem||0||0||||poèet èlenù MIV|
8945|132|||4|Návrh na stanovení poètu èlenù mandátového a imunitního vıboru|Není sn.tiskem||1|1|||||poèet èlenù MIV|
8946|132|||5|Vyhlášení lhùt na podávání návrhù na èleny mandátového a imunitního vıboru a na kandidáty na pøedsedu, místopøedsedy a ovìøovatele Poslanecké snìmovny|Není sn.tiskem||0||0||||vyhlášení lhùt|
8946|132|||5|Vyhlášení lhùt na podávání návrhù na èleny mandátového a imunitního vıboru a na kandidáty na pøedsedu, místopøedsedy a ovìøovatele Poslanecké snìmovny|Není sn.tiskem||1|1|||||vyhlášení lhùt|
8947|132|||6|Návrh na ustavení mandátového a imunitního vıboru|Není sn.tiskem||0||0||||ustavení MIV|
8947|132|||6|Návrh na ustavení mandátového a imunitního vıboru|Není sn.tiskem||1|1|||||ustavení MIV|
8948|132|||7|Návrh na potvrzení pøedsedy mandátového a imunitního vıboru|Není sn.tiskem||0||0||||potvrzení pøedsedy MIV|
8948|132|||7|Návrh na potvrzení pøedsedy mandátového a imunitního vıboru|Není sn.tiskem||1|1|||||potvrzení pøedsedy MIV|
8949|132|||8|Informace mandátového a imunitního vıboru o ovìøení platnosti volby poslancù|Není sn.tiskem||0||0||||ovìøení volby posl.|
8949|132|||8|Informace mandátového a imunitního vıboru o ovìøení platnosti volby poslancù|Není sn.tiskem||1|1|||||ovìøení volby posl.|
8950|132|||9|Návrh na volbu pøedsedy Poslanecké snìmovny|Není sn.tiskem||0||0||||volba pøedsedy PS|
8950|132|||9|Návrh na volbu pøedsedy Poslanecké snìmovny|Není sn.tiskem||1|1|||||volba pøedsedy PS|
8951|132|||10|Návrh na stanovení poètu místopøedsedù Poslanecké snìmovny|Není sn.tiskem||0||0||||poèet mpø. PS|
8951|132|||10|Návrh na stanovení poètu místopøedsedù Poslanecké snìmovny|Není sn.tiskem||1|1|||||poèet mpø. PS|
8952|132|||11|Návrh na volbu místopøedsedù Poslanecké snìmovny|Není sn.tiskem||0||0||||volba mpø. PS|
8952|132|||11|Návrh na volbu místopøedsedù Poslanecké snìmovny|Není sn.tiskem||1|1|||||volba mpø. PS|
8953|132|||12|Návrh na stanovení poètu ovìøovatelù Poslanecké snìmovny|Není sn.tiskem||0||0||||poèet ovìøovatelù PS|
8953|132|||12|Návrh na stanovení poètu ovìøovatelù Poslanecké snìmovny|Není sn.tiskem||1|1|||||poèet ovìøovatelù PS|
8954|132|||13|Návrh na nominaci ovìøovatelù Poslanecké snìmovny|Není sn.tiskem||0||0||||nominace ovìøovatelù PS|
8954|132|||13|Návrh na nominaci ovìøovatelù Poslanecké snìmovny|Není sn.tiskem||1|1|||||nominace ovìøovatelù PS|
8955|132|||14|Návrh na zøízení vıborù Poslanecké snìmovny|Není sn.tiskem||0||0||||zøízení vıborù PS|
8955|132|||14|Návrh na zøízení vıborù Poslanecké snìmovny|Není sn.tiskem||1|1|||||zøízení vıborù PS|
8956|132|||15|Návrh na stanovení poètu èlenù vıborù Poslanecké snìmovny|Není sn.tiskem||0||0||||poèet èlenù vıborù|
8956|132|||15|Návrh na stanovení poètu èlenù vıborù Poslanecké snìmovny|Není sn.tiskem||1|1|||||poèet èlenù vıborù|
8957|132|||16|Vyhlášení lhùty na podávání návrhù na èleny vıborù Poslanecké snìmovny|Není sn.tiskem||0||0||||vyhl.lhùty na èl.vıborù|
8957|132|||16|Vyhlášení lhùty na podávání návrhù na èleny vıborù Poslanecké snìmovny|Není sn.tiskem||1|1|0||||vyhl.lhùty na èl.vıborù|
8958|132|||17|Návrh termínu 2. schùze Poslanecké snìmovny|Není sn.tiskem||1|1|||||termín 2. schùze PS|
8958|132|||17|Návrh termínu 2. schùze Poslanecké snìmovny a návrh prvního bodu poøadu|Není sn.tiskem||0||0||||termín 2. schùze PS|
8959|133|||0|Poøad schùze| ||1||0||||Poøad schùze|
8959|133|||0|Poøad schùze| ||1|1|||||Poøad schùze|
8961|133|||2|Návrh na ustavení vıborù Poslanecké snìmovny|Není sn.tiskem||0||0||||ustavení vıborù|
8961|133|||2|Návrh na ustavení vıborù Poslanecké snìmovny|Není sn.tiskem||1|1|||||ustavení vıborù|
8962|133|||3|Návrh na potvrzení platnosti usnesení, kterımi Poslanecká snìmovna upravila své vnitøní pomìry a podrobnìjší pravidla jednání v letech 1996 a 2002 (2. a 3. volební období)|Není sn.tiskem||0||0||||potvrzení platnosti usn.|
8962|133|||3|Návrh na potvrzení platnosti usnesení, kterımi Poslanecká snìmovna upravila své vnitøní pomìry a podrobnìjší pravidla jednání v letech 1996 a 2002 (2. a 3. volební období)|Není sn.tiskem||1|1|||||potvrzení platnosti usn.|
8963|133|||4|Návrh na zøízení stálıch komisí Poslanecké snìmovny, stanovení poètu èlenù a zpùsobu jejich ustavení nebo volby|Není sn.tiskem||0||0||||stálé komise|
8963|133|||4|Návrh na zøízení stálıch komisí Poslanecké snìmovny, stanovení poètu èlenù a zpùsobu jejich ustavení nebo volby|Není sn.tiskem||1|1|||||stálé komise|
8964|133|||5|Návrh na zøízení stálé komise Poslanecké snìmovny pro kontrolu èinnosti Bezpeènostní informaèní sluby a zpùsobu jejího ustavení nebo volby|Není sn.tiskem||0||0||||SK BIS|
8964|133|||5|Návrh na zøízení stálé komise Poslanecké snìmovny pro kontrolu èinnosti Bezpeènostní informaèní sluby a zpùsobu jejího ustavení nebo volby|Není sn.tiskem||1|1|||||SK BIS|
8965|133|||6|Návrh na zøízení stálé komise Poslanecké snìmovny pro kontrolu pouití operativní techniky Policie Èeské republiky a zpùsobu jejího ustavení nebo volby|Není sn.tiskem||0||0||||SK KPOT PÈR|
8965|133|||6|Návrh na zøízení stálé komise Poslanecké snìmovny pro kontrolu pouití operativní techniky Policie Èeské republiky a zpùsobu jejího ustavení nebo volby|Není sn.tiskem||1|1|||||SK KPOT PÈR|
8966|133|||7|Návrh na zøízení stálé komise Poslanecké snìmovny pro kontrolu èinnosti Vojenského obranného zpravodajství a zpùsobu jejího ustavení nebo volby|Není sn.tiskem||0||0||||SK VOZ|
8966|133|||7|Návrh na zøízení stálé komise Poslanecké snìmovny pro kontrolu èinnosti Vojenského obranného zpravodajství a zpùsobu jejího ustavení nebo volby|Není sn.tiskem||1|1|||||SK VOZ|
8967|133|||8|Návrh na stanovení poètu poslancù ve stálıch delegacích Parlamentu do meziparlamentních organizací|Není sn.tiskem||0||0||||poèet èlenù-delegace|
8967|133|||8|Návrh na stanovení poètu poslancù ve stálıch delegacích Parlamentu do meziparlamentních organizací|Není sn.tiskem||1|1|0||||poèet èlenù-delegace|
8968|133|||9|Vyhlášení lhùt na podávání návrhù na èleny zøízenıch stálıch komisí Poslanecké snìmovny a stálıch delegací Parlamentu do meziparlamentních organizací|Není sn.tiskem||0||0||||vyhlášení lhùt-orgány|
8968|133|||9|Vyhlášení lhùt na podávání návrhù na èleny zøízenıch stálıch komisí Poslanecké snìmovny a stálıch delegací Parlamentu do meziparlamentních organizací|Není sn.tiskem||1|1|0||||vyhlášení lhùt-orgány|
8969|133|||10|Informace o svolání ustavujících schùzí vıborù Poslanecké snìmovny a povìøení poslancù øízením tìchto schùzí|Není sn.tiskem||0||0||||ust. schùze vıborù|
8969|133|||10|Informace o svolání ustavujících schùzí vıborù Poslanecké snìmovny a povìøení poslancù øízením tìchto schùzí|Není sn.tiskem||1|1|||||ust. schùze vıborù|
8973|133|||11|Návrh na potvrzení pøedsedù vıborù Poslanecké snìmovny|Není sn.tiskem||0||0||||potvr.pøedsedù vıborù|
8973|133|||11|Návrh na potvrzení pøedsedù vıborù Poslanecké snìmovny|Není sn.tiskem||1|1|0||||potvr.pøedsedù vıborù|
8976|133|||12|Návrh na ustavení nebo volbu èlenù stálıch komisí Poslanecké snìmovny|Není sn.tiskem||0||0||||èl. st. komisí|
8976|133|||12|Návrh na ustavení nebo volbu èlenù stálıch komisí Poslanecké snìmovny|Není sn.tiskem||1|1|||||èl. st. komisí|
8977|133|||13|Návrh na volbu èlenù nebo ustavení stálé komise Poslanecké snìmovny pro kontrolu èinnosti Bezpeènostní informaèní sluby|Není sn.tiskem||0||0||||èl. SK BIS|
8977|133|||13|Návrh na volbu èlenù nebo ustavení stálé komise Poslanecké snìmovny pro kontrolu èinnosti Bezpeènostní informaèní sluby|Není sn.tiskem||1|1|||||èl. SK BIS|
8978|133|||14|Návrh na volbu èlenù nebo ustavení stálé komise Poslanecké snìmovny pro kontrolu pouití operativní techniky Policie Èeské republiky|Není sn.tiskem||0||0||||èl. SK KPOT PÈR|
8978|133|||14|Návrh na volbu èlenù nebo ustavení stálé komise Poslanecké snìmovny pro kontrolu pouití operativní techniky Policie Èeské republiky|Není sn.tiskem||1|1|||||èl. SK KPOT PÈR|
8979|133|||15|Návrh na volbu èlenù nebo ustavení stálé komise Poslanecké snìmovny pro kontrolu èinnosti Vojenského obranného zpravodajství|Není sn.tiskem||0||0||||èl. SK VOZ|
8979|133|||15|Návrh na volbu èlenù nebo ustavení stálé komise Poslanecké snìmovny pro kontrolu èinnosti Vojenského obranného zpravodajství|Není sn.tiskem||1|1|||||èl. SK VOZ|
8980|133|||16|Návrh na volbu poslancù do stálıch delegací Parlamentu do meziparlamentních organizací|Není sn.tiskem||1|1|||||volba posl.-delegace|
8980|133|||16|Návrh na volbu poslancù do stálıch delegací Parlamentu do meziparlamentních organizací|Není sn.tiskem||3||0||||volba posl.-delegace|
8981|133|||17|Návrh zasedacího poøádku poslancù v jednacím sále Poslanecké snìmovny|Není sn.tiskem||0||0||||zasedací poøádek|
8981|133|||17|Návrh zasedacího poøádku poslancù v jednacím sále Poslanecké snìmovny|Není sn.tiskem||1|1|||||zasedací poøádek|
8982|133|||19|Odpovìdi èlenù vlády na písemné interpelace|Není sn.tiskem||1|1|||||písemné interpelace|
8983|133|||19|Ústní interpelace|Není sn.tiskem|16.00-18.30 hod.|0||0||||ústní interpelace|
8983|133|||20|Ústní interpelace|Není sn.tiskem||1|1|||||ústní interpelace|
8984|133|||18|Vyhlášení lhùt na podávání návrhù na kandidáty na pøedsedy stálıch komisí Poslanecké snìmovny|Není sn.tiskem||0||0||||lhùty-pøedsedové,vedoucí|
8984|133|||18|Vyhlášení lhùt na podávání návrhù na kandidáty na pøedsedy stálıch komisí Poslanecké snìmovny a vedoucí stálıch delegací Parlamentu do meziparlamentních organizací|Není sn.tiskem||1|1|0||||lhùty-pøedsedové,vedoucí|
9011|133|||1|Návrh na volbu místopøedsedù Poslanecké snìmovny|Není sn.tiskem||0||0||||volba mpø. PS|
9011|133|||1|Návrh na volbu místopøedsedù Poslanecké snìmovny|Není sn.tiskem||1|1|0||||volba mpø. PS|
9017|133|||22|Návrh na volbu místopøedsedy Poslanecké snìmovny|Není sn.tiskem|Èt 18.7.-1.bod|0||0||||volba mpø. PS|
9018|133|||20|Vyhlášení lhùt na podávání návrhù na kandidáty na místopøedsedu Poslanecké snìmovny|Není sn.tiskem|za bod 9|0||0||||vyhlášení lhùt|
9019|133|||21|Vyhlášení lhùty na podávání návrhù na èlena ústavnì právního vıboru|Není sn.tiskem|za bod 20|0||0||||vyhlášení lhùt-ÚPV|
9020|133|||23|Návrh na volbu èlena ústavnì právního vıboru|Není sn.tiskem|Èt 18.7.-2.bod|0||0||||volba èl. ÚPV|
8985|135|||0|Poøad schùze| ||1||0||||Poøad schùze|
8985|135|||0|Poøad schùze| ||1|1|||||Poøad schùze|
8986|135|||1|ádost vlády Èeské republiky o vyslovení dùvìry|Není sn.tiskem||0||0||||dùvìra vládì|
8986|135|||1|ádost vlády Èeské republiky o vyslovení dùvìry|Není sn.tiskem||1|1|||||dùvìra vládì|
8987|135|||7|Návrh na úhradu volebních nákladù politickım stranám, politickım hnutím a koalicím za volby do Poslanecké snìmovny v roce 2002|Není sn.tiskem||1|1|0||||úhrada voleb.nákladù|
8987|135|||9|Návrh na úhradu volebních nákladù politickım stranám, politickım hnutím a koalicím za volby do Poslanecké snìmovny v roce 2002|Není sn.tiskem||0||0||||úhrada voleb.nákladù|
8988|135|||8|Návrh èasového harmonogramu projednávání vládního návrhu státního závìreèného úètu Èeské republiky za rok 2001 v Poslanecké snìmovnì a jejích orgánech a návrh na pøikázání jednotlivıch kapitol vıborùm k projednání|Není sn.tiskem||1|1|0||||harmonogram ZÚ 2001|
8988|135|||11|Návrh èasového harmonogramu projednávání vládního návrhu státního závìreèného úètu Èeské republiky za rok 2001 v Poslanecké snìmovnì a jejích orgánech a návrh na pøikázání jednotlivıch kapitol vıborùm k projednání|Není sn.tiskem||0||0||||harmonogram SZÚ 2001|
8989|135|||9|Návrh èasového harmonogramu projednávání vládního návrhu zákona o státním rozpoètu Èeské republiky na rok 2003 v Poslanecké snìmovnì a jejích orgánech|Není sn.tiskem||1|1|0||||harmonogram SR 2003|
8989|135|||12|Návrh èasového harmonogramu projednávání vládního návrhu zákona o státním rozpoètu Èeské republiky na rok 2003 v Poslanecké snìmovnì a jejích orgánech|Není sn.tiskem||0||0||||harmonogram SR 2003|
8990|135|||2|Návrh na volbu pøedsedy stálé komise Poslanecké snìmovny pro kontrolu èinnosti Bezpeènostní informaèní sluby|Není sn.tiskem||1|1|0||||volba pøeds.BIS|
8990|135|||4|Návrh na volbu pøedsedy stálé komise Poslanecké snìmovny pro kontrolu èinnosti Bezpeènostní informaèní sluby|Není sn.tiskem||0||0||||volba pøeds.BIS|
8991|135|||11|Odpovìdi èlenù vlády na písemné interpelace|Není sn.tiskem||1|1|||||písemné interpelace|
8992|135|||12|Ústní interpelace|Není sn.tiskem||1|1|||||ústní interpelace|
8992|135|||15|Ústní interpelace|Není sn.tiskem||0||0||||ústní interpelace|
9012|135|||3|Návrh na volbu pøedsedy stálé komise Poslanecké snìmovny pro kontrolu pouití operativní techniky Policie Èeské republiky|Není sn.tiskem||1|1|||||volba pøeds.oper.tech.|
9012|135|||5|Návrh na volbu pøedsedy stálé komise Poslanecké snìmovny pro kontrolu pouití operativní techniky Policie Èeské republiky|Není sn.tiskem||0||0||||volba pøeds.oper.tech.|
9013|135|||4|Návrh na volbu pøedsedy stálé komise Poslanecké snìmovny pro kontrolu èinnosti Vojenského obranného zpravodajství|Není sn.tiskem||1|1|||||volba pøeds. VOZ|
9013|135|||6|Návrh na volbu pøedsedy stálé komise Poslanecké snìmovny pro kontrolu èinnosti Vojenského obranného zpravodajství|Není sn.tiskem||0||0||||volba pøeds. VOZ|
9014|135|7061|1|10|Vládní návrh, kterım se Parlamentu Èeské republiky pøedkládá Úmluva Mezinárodní organizace práce è. 184 o bezpeènosti a zdraví v zemìdìlství a Doporuèení Mezinárodní organizace práce è. 192 o bezpeènosti a zdraví v zemìdìlství pøijaté na 89. zasedání Mezinárodní konference práce v roce 2001 |/snìmovní tisk 1/||1|1|0||||Ú MOP è.184, D MOP è.192|
9014|135|7061|1|13|Vládní návrh, kterım se Parlamentu Èeské republiky pøedkládá Úmluva Mezinárodní organizace práce è. 184 o bezpeènosti a zdraví v zemìdìlství a Doporuèení Mezinárodní organizace práce è. 192 o bezpeènosti a zdraví v zemìdìlství pøijaté na 89. zasedání Mezinárodní konference práce v roce 2001 |/snìmovní tisk 1/||0||0||||Ú MOP è.184, D MOP è.192|
9015|135|||5|Návrh na volbu pøedsedù zøízenıch stálıch komisí Poslanecké snìmovny|Není sn.tiskem||1|1|||||volba pøeds.SK PS|
9015|135|||7|Návrh na volbu pøedsedù zøízenıch stálıch komisí Poslanecké snìmovny|Není sn.tiskem||0||0||||volba pøeds.SK PS|
9016|135|||6|Návrh na volbu vedoucích stálıch delegací Parlamentu do meziparlamentních organizací|Není sn.tiskem||1|1|||||volba ved.st.del.meziparl.|
9016|135|||8|Návrh na volbu vedoucích stálıch delegací Parlamentu do meziparlamentních organizací|Není sn.tiskem|2. kolo volby ved. SDP do PS OBSE bude zaøazeno na poøad další schùze|5||0||||volba ved.st.del.meziparl.|
9022|135|||14|Návrh na zmìnu ve sloení orgánù Poslanecké snìmovny|Není sn.tiskem|Èt 8.8.|0||0||||slo.orgánù-zmìna|
9023|135|||2|Návrh na volbu poslancù do stálıch delegací Parlamentu do meziparlamentních organizací|Není sn.tiskem||0||0||||volba st.del.meziparl.|
9025|135|||10|Návrh na povìøení orgánu Poslanecké snìmovny ke stanovení podrobností k provedení zákona è. 236/1995 Sb., o platu a dalších náleitostech spojenıch s vıkonem funkce pøedstavitelù státní moci a nìkterıch státních orgánù a soudcù a zákona è. 90/1995 Sb., o jednacím øádu Poslanecké snìmovny|Není sn.tiskem||0||0||||povìøení RV-náleitosti|
9028|135|||3|Návrh na zøízení vyšetøovací komise Poslanecké snìmovny pro objasnìní moné korupce pøi zadávání veøejnıch zakázek na Ministerstvu zahranièních vìcí v letech 1996-2002|Není sn.tiskem||0||0||||zøízení VK - korupce MZV|
9021|139|||0|Poøad schùze| ||1||||||Poøad schùze|
9021|139|||0|Poøad schùze| ||1|1|||||Poøad schùze|
9040|139|7083|10|1|Vládní návrh zákona o stanovení nìkterıch lhùt pro volby do zastupitelstev obcí konanıch ve dnech 1. a 2. listopadu 2002 |/snìmovní tisk 22/||0||2||||volby do obcí|
9040|139|7083|10|1|Vládní návrh zákona o stanovení nìkterıch lhùt pro volby do zastupitelstev obcí konanıch ve dnech 1. a 2. listopadu 2002 |/snìmovní tisk 22/||1|1|2||||volby do obcí|
9041|139|7084|10|3|Vládní návrh zákona, kterım se mìní zákon è. 211/2000 Sb., o Státním fondu rozvoje bydlení a o zmìnì zákona è. 171/1991 Sb., o pùsobnosti orgánù Èeské republiky ve vìcech pøevodù majetku státu na jiné osoby a o Fondu národního majetku Èeské republiky, ve znìní pozdìjších pøedpisù |/snìmovní tisk 23/||0||2||||SFRB, FNM|
9041|139|7084|10|3|Vládní návrh zákona, kterım se mìní zákon è. 211/2000 Sb., o Státním fondu rozvoje bydlení a o zmìnì zákona è. 171/1991 Sb., o pùsobnosti orgánù Èeské republiky ve vìcech pøevodù majetku státu na jiné osoby a o Fondu národního majetku Èeské republiky, ve znìní pozdìjších pøedpisù |/snìmovní tisk 23/||1|1|2||||SFRB, FNM|
9042|139|7085|10|2|Vládní návrh zákona, kterım se mìní zákon è. 490/2001 Sb., o státním rozpoètu Èeské republiky na rok 2002 |/snìmovní tisk 24/||0||2||||zmìna SR r. 02|
9042|139|7085|10|2|Vládní návrh zákona, kterım se mìní zákon è. 490/2001 Sb., o státním rozpoètu Èeské republiky na rok 2002 |/snìmovní tisk 24/||1|1|2||||zmìna SR r. 02|
9043|139|7086|10|4|Vládní návrh zákona, kterım se stanoví termín pro pøedloení návrhu zákona o státním rozpoètu Èeské republiky na rok 2003 Poslanecké snìmovnì Parlamentu Èeské republiky |/snìmovní tisk 25/||0||2||||termín SR r. 03|
9043|139|7086|10|4|Vládní návrh zákona, kterım se stanoví termín pro pøedloení návrhu zákona o státním rozpoètu Èeské republiky na rok 2003 Poslanecké snìmovnì Parlamentu Èeské republiky |/snìmovní tisk 25/||1|1|2||||termín SR r. 03|
9044|139|||5|Rozprava k informaci pøedsedy vlády k povodòové situaci|Není sn.tiskem|1.bod|0||0||||rozprava k povod.situaci|
9045|142|||0|Poøad schùze| ||1||0||||Poøad schùze|
9045|142|||0|Poøad schùze| ||1|1|0||||Poøad schùze|
9061|142|||10|Ústní interpelace|Není sn.tiskem|16-18.30 hod.|0||0||||ústní interpelace|
9061|142|||10|Ústní interpelace|Není sn.tiskem|16-18.30 hod.|0|1|0||||ústní interpelace|
9091|142|7101|1|3|Vládní návrh zákona o zmìnì zákona è. 569/1991 Sb., o Pozemkovém fondu Èeské republiky, ve znìní pozdìjších pøedpisù |/snìmovní tisk 41/||0||2||||PF ÈR|
9091|142|7101|1|3|Vládní návrh zákona o zmìnì zákona è. 569/1991 Sb., o Pozemkovém fondu Èeské republiky, ve znìní pozdìjších pøedpisù |/snìmovní tisk 41/||0|1|2||||PF ÈR|
9092|142|7102|1|4|Návrh na zmìnu rozpoètu Pozemkového fondu Èeské republiky na rok 2002|/snìmovní tisk 42/||0||0||||zmìna R PF r.02|
9092|142|7102|1|4|Návrh na zmìnu rozpoètu Pozemkového fondu Èeské republiky na rok 2002|/snìmovní tisk 42/||0|1|0||||zmìna R PF r.02|
9093|142|7104|10|5|Vládní návrh zákona, kterım se mìní zákon è.587/1992 Sb., o spotøebních daních, ve znìní pozdìjších pøedpisù, zákon è.588/1992 Sb., o dani z pøidané hodnoty, ve znìní pozdìjších pøedpisù, a zákon è.586/1992 Sb., o daních z pøíjmù, ve znìní pozdìjších pøedpisù  |/snìmovní tisk 38/|s návhem nebyl vysloven souhlas|0||2||||danì|
9093|142|7104|10|5|Vládní návrh zákona, kterım se mìní zákon è.587/1992 Sb., o spotøebních daních, ve znìní pozdìjších pøedpisù, zákon è.588/1992 Sb., o dani z pøidané hodnoty, ve znìní pozdìjších pøedpisù, a zákon è.586/1992 Sb., o daních z pøíjmù, ve znìní pozdìjších pøedpisù  |/snìmovní tisk 38/|s návhem nebyl vysloven souhlas|0|1|2||||danì|
9094|142|7105|1|1|Vládní návrh zákona, kterım se mìní zákon è. 50/1976 Sb., o územním plánování a stavebním øádu (stavební zákon), ve znìní pozdìjších pøedpisù |/snìmovní tisk 39/||0||2||||stavební|
9094|142|7105|1|1|Vládní návrh zákona, kterım se mìní zákon è. 50/1976 Sb., o územním plánování a stavebním øádu (stavební zákon), ve znìní pozdìjších pøedpisù |/snìmovní tisk 39/||0|1|2||||stavební|
9095|142|7106|1|2|Vládní návrh zákona, kterım se mìní zákon è. 199/1994 Sb., o zadávání veøejnıch zakázek, ve znìní pozdìjších pøedpisù |/snìmovní tisk 40/||0||2||||veø.zakázky|
9095|142|7106|1|2|Vládní návrh zákona, kterım se mìní zákon è. 199/1994 Sb., o zadávání veøejnıch zakázek, ve znìní pozdìjších pøedpisù |/snìmovní tisk 40/||0|1|2||||veø.zakázky|
9096|142|7107|1|6|Vládní návrh zákona, kterım se zkracuje doba, po kterou je pøedstavitelùm státní moci a nìkterıch státních orgánù, soudcùm a státním zástupcùm poskytován plat pøi doèasné neschopnosti k vıkonu funkce, a kterım se stanoví nìkterá opatøení v nemocenském pojištìní (péèi) a v dùchodovém pojištìní |/snìmovní tisk 43/||0||2||||nemoc., dùchod.poj.|
9096|142|7107|1|6|Vládní návrh zákona, kterım se zkracuje doba, po kterou je pøedstavitelùm státní moci a nìkterıch státních orgánù, soudcùm a státním zástupcùm poskytován plat pøi doèasné neschopnosti k vıkonu funkce, a kterım se stanoví nìkterá opatøení v nemocenském pojištìní (péèi) a v dùchodovém pojištìní |/snìmovní tisk 43/||0|1|2||||nemoc., dùchod.poj.|
9097|142|7108|10|7|Vládní návrh zákona, kterım se mìní zákon è. 100/1988 Sb., o sociálním zabezpeèení, ve znìní pozdìjších pøedpisù, a zákon è. 320/2002 Sb., o zmìnì a zrušení nìkterıch zákonù v souvislosti s ukonèením èinnosti okresních úøadù  |/snìmovní tisk 44/||0||2||||soc.zabezpeè.|
9097|142|7108|10|7|Vládní návrh zákona, kterım se mìní zákon è. 100/1988 Sb., o sociálním zabezpeèení, ve znìní pozdìjších pøedpisù, a zákon è. 320/2002 Sb., o zmìnì a zrušení nìkterıch zákonù v souvislosti s ukonèením èinnosti okresních úøadù  |/snìmovní tisk 44/||0|1|2||||soc.zabezpeè.|
9098|142|7109|10|8|Vládní návrh zákona, kterım se mìní zákon è. 143/1992 Sb., o platu a odmìnì za pracovní pohotovost v rozpoètovıch a v nìkterıch dalších organizacích a orgánech, ve znìní pozdìjších pøedpisù |/snìmovní tisk 45/||0||2||||platy v rozpoèt.|
9098|142|7109|10|8|Vládní návrh zákona, kterım se mìní zákon è. 143/1992 Sb., o platu a odmìnì za pracovní pohotovost v rozpoètovıch a v nìkterıch dalších organizacích a orgánech, ve znìní pozdìjších pøedpisù |/snìmovní tisk 45/||0|1|2||||platy v rozpoèt.|
9099|142|7110|10|9|Vládní návrh zákona, kterım se pro rok 2003 stanoví mimoøádné opatøení pøi urèování vıše platu a nìkterıch náhrad vıdajù spojenıch s vıkonem funkce pøedstavitelù státní moci a nìkterıch státních orgánù, soudcù a státních zástupcù, a kterım se tìmto osobám stanoví vıše dalších platù za první a druhé pololetí roku 2003 |/snìmovní tisk 46/||0||2||||platy r.03|
9099|142|7110|10|9|Vládní návrh zákona, kterım se pro rok 2003 stanoví mimoøádné opatøení pøi urèování vıše platu a nìkterıch náhrad vıdajù spojenıch s vıkonem funkce pøedstavitelù státní moci a nìkterıch státních orgánù, soudcù a státních zástupcù, a kterım se tìmto osobám stanoví vıše dalších platù za první a druhé pololetí roku 2003 |/snìmovní tisk 46/||0|1|2||||platy r.03|
9049|144|||0|Poøad schùze| ||1||0||||Poøad schùze|
9049|144|||0|Poøad schùze| ||1|1|||||Poøad schùze|
9051|144|7061|2|30|Vládní návrh, kterım se Parlamentu Èeské republiky pøedkládá Úmluva Mezinárodní organizace práce è. 184 o bezpeènosti a zdraví v zemìdìlství a Doporuèení Mezinárodní organizace práce è. 192 o bezpeènosti a zdraví v zemìdìlství pøijaté na 89. zasedání Mezinárodní konference práce v roce 2001 |/snìmovní tisk 1/||0||0||||Ú MOP è.184, D MOP è.192|
9051|144|7061|2|31|Vládní návrh, kterım se Parlamentu Èeské republiky pøedkládá Úmluva Mezinárodní organizace práce è. 184 o bezpeènosti a zdraví v zemìdìlství a Doporuèení Mezinárodní organizace práce è. 192 o bezpeènosti a zdraví v zemìdìlství pøijaté na 89. zasedání Mezinárodní konference práce v roce 2001 |/snìmovní tisk 1/||1|1|0||||Ú MOP è.184, D MOP è.192|
9053|144|7068|1|17|Návrh poslancù Josefa Janeèka a Viléma Holánì na vydání zákona, kterım se mìní zákon è. 40/1995 Sb., o regulaci reklamy a o zmìnì a doplnìní zákona è. 468/1991 Sb., o provozování rozhlasového a televizního vysílání, ve znìní pozdìjších pøedpisù, ve znìní pozdìjších pøedpisù |/snìmovní tisk 8/||1|1|1||||regulace reklamy|
9053|144|7068|1|18|Návrh poslancù Josefa Janeèka a Viléma Holánì na vydání zákona, kterım se mìní zákon è. 40/1995 Sb., o regulaci reklamy a o zmìnì a doplnìní zákona è. 468/1991 Sb., o provozování rozhlasového a televizního vysílání, ve znìní pozdìjších pøedpisù, ve znìní pozdìjších pøedpisù |/snìmovní tisk 8/|pøikázán k projednání HV a VVVKMT|0||1||||regulace reklamy|
9054|144|7069|1|3|Senátní návrh zákona, kterım se mìní zákon è. 106/1999 Sb., o svobodném pøístupu k informacím, ve znìní pozdìjších pøedpisù, a zákon è. 101/2000 Sb., o ochranì osobních údajù a o zmìnì nìkterıch zákonù, ve znìní pozdìjších pøedpisù |/snìmovní tisk 9/||0||0||||sn pøístup k informacím|
9054|144|7069|1|3|Senátní návrh zákona, kterım se mìní zákon è. 106/1999 Sb., o svobodném pøístupu k informacím, ve znìní pozdìjších pøedpisù, a zákon è. 101/2000 Sb., o ochranì osobních údajù a o zmìnì nìkterıch zákonù, ve znìní pozdìjších pøedpisù |/snìmovní tisk 9/||1|1|0||||sn pøístup k informacím|
